head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Deid,Lutz,family,undirected,4,0.9813134939430463,0.9974297904937348,1.5793631411351097,Infobox field family/Father: Deid | He is the father of Lutz. | Infobox field family/Son: Zasha Sieg Ralph Lutz
Aub Klassenberg,Eglantine,family,undirected,4,0.9792992827925366,0.998042350060704,1.5761213933458318,Infobox field family/Sister: Eglantine's Mother (Deceased) Eglantine (Adoptive) | Infobox field family/Relatives: Eglantine (Niece) | Infobox field family/Uncle: Aub Klassenberg Zent Trauerqual Waldifried (Deceased)
Georgine,Veronica,family,undirected,4,0.9792910216115147,0.99456929288561,1.5761080974878936,"Infobox field family/Mother: Veronica | She is the mother of Georgine, Constanze and Sylvester. | Infobox field family/Daughter: Georgine (Deceased) Constanze Florencia (In-Law)"
Aeussewahl,Heileind,family,undirected,4,0.9790425604610404,0.9949111692359304,1.5757082146925534,Infobox field family/Son: Heileind Tollkuehnheit Unnamed Son | Infobox field family/Father: Aeussewahl | He was the son of Aeussewahl and the brother of Tollkuehnheit.
Bertram,Sidonius,family,undirected,4,0.9782688700883251,0.9933748041645832,1.57446300807422,Infobox field family/Father: Sidonius (Deceased) | Infobox field family/Mother: Sidonius's Second or Third Wife (Deceased) | Bertram is the son of Sidonius and his second or third wife.
Charlotte,Florencia,family,undirected,4,0.9765347723090153,0.996450887976039,1.5716720853643311,"Infobox field family/Mother: Florencia | She is the mother of Wilfried, Charlotte, Melchior, and Henriette. | Charlotte (シャルロッテ Sharurotte) is the daughter of Sylvester and Florencia and an archduke candidate of Ehrenfest."
Aeussewahl,Tollkuehnheit,family,undirected,4,0.9756771353468638,0.9949111692359304,1.5702917719223397,Infobox field family/Son: Heileind Tollkuehnheit Unnamed Son | Infobox field family/Father: Aeussewahl | He was the father Heileind and Tollkuehnheit.
Alexis,Giebe Kirnberger,family,undirected,4,0.9730217718168492,0.998760310496359,1.5660181291858393,"Infobox field family/Father: Giebe Kirnberger | He is also the father of Alexis. | When visiting the archduke's castle before his winter debut, he was introduced as Giebe Kirnberger's son, and spent his time with his father and his father's first wife rather than his own mother."
Adolphine,Sigiswald,romantic,undirected,4,0.9714596086740961,0.994918725935554,1.5635039245984852,"Infobox field family/Spouse: Nahelache (First Wife, Former Second Wife) Adolphine (First Wife, Former) Rozemyne (Engaged, Cancelled) | After graduating from the Royal Academy, she married Prince Sigiswald as his first wife. | Shortly before Adolphine and Prince Sigiswald are due to be married at the Archduke Conference, the prince informs her that his second wife Nahelache has recently given birth."
Gudrun,Justus,family,undirected,4,0.9706760619604783,0.9913430466283648,1.5622428548114256,"He bears a strong resemblance to his mother, Rihyarda, and his sister, Gudrun. | Infobox field family/Sister: Gudrun | She is Justus's sister and Traugott's mother."
Effa,Tuuli,family,undirected,4,0.970392069081462,0.9984956560191444,1.5617857859050754,"Infobox field family/Mother: Effa | Infobox field family/Daughter: Tuuli Myne | Tuuli (トゥーリ, Tuuri) is the oldest daughter of Gunther and Effa, as well as the older sister of Myne and Kamil."
Angelica,Lieseleta,family,undirected,4,0.9690569525413265,0.989013483594204,1.5596369987278635,Infobox field family/Sister: Lieseleta | Infobox field family/Sister: Angelica | She is the younger sister of Angelica.
Eckhart,Lamprecht,family,undirected,4,0.9665053816391541,0.979574505427073,1.5555304037816435,"Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne. | He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne. | Infobox field family/Brother: Lamprecht Cornelius Nikolaus (Half-Brother)"
Roswitha,Sergius,family,undirected,3,0.9946265347958473,0.9992192022186296,1.3788451566076998,Infobox field family/Mother: Roswitha (Deceased) | She is the mother of Sergius. | Infobox field family/Son: Sergius
Detlinde,Georgine,family,undirected,3,0.9908568050549972,0.9989791107547537,1.3736192015250133,"Infobox field family/Mother: Georgine (Deceased) | Infobox field family/Daughter: Detlinde Alstede | She is the mother of Detlinde, Sylvester's older sister and a former archduke candidate of Ehrenfest."
Barthold,Grausam,family,undirected,3,0.9907104413424146,0.9996688006772456,1.3734162983355875,Infobox field family/Mother: Grausam's Sister (Deceased) | Infobox field family/Uncle: Grausam (Deceased) | Infobox field family/Relatives: Barthold (Nephew) Cassandra (Niece)
Cassandra,Grausam,family,undirected,3,0.9907095661114994,0.9996661749845006,1.373415085007905,Infobox field family/Mother: Grausam's Sister | Infobox field family/Uncle: Grausam (Deceased) | Infobox field family/Relatives: Barthold (Nephew) Cassandra (Niece)
Bonifatius,Karstedt,family,undirected,3,0.989775346740113,0.9958825173061436,1.3721199819613032,"Infobox field family/Son: Karstedt | Bonifatius (ボニファティウス, Bonifatiusu) is Rozemyne's noble grandfather and the father of Karstedt. | Infobox field family/Father: Bonifatius"
Cornelius,Karstedt,family,undirected,3,0.9880758742529027,0.99766767733824,1.369764012835405,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht."
Karstedt,Lamprecht,family,undirected,3,0.9879202058575208,0.99766767733824,1.3695482106166825,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne."
Eckhart,Karstedt,family,undirected,3,0.9878157590902296,0.99766767733824,1.3694034166521496,"Infobox field family/Father: Karstedt | Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus | He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne."
Constanze,Veronica,family,undirected,3,0.9875507709980181,0.99456929288561,1.3690360651541529,"Infobox field family/Mother: Veronica | She is the mother of Georgine, Constanze and Sylvester. | Infobox field family/Daughter: Georgine (Deceased) Constanze Florencia (In-Law)"
Claudio,Elvira,family,undirected,3,0.9875168621699979,0.9921090293463536,1.3689890575370762,Infobox field family/Sister: Elvira | He is the older brother of Elvira. | He and his sister Elvira share a strong family resemblence.
Bonifatius,Rozemyne,family,undirected,3,0.9868674625284038,0.990217055003214,1.3680887984758212,"Infobox field family/Grandfather: Bonifatius (Baptismal) Adelbert (Adoptive, Deceased) | Bonifatius (ボニファティウス, Bonifatiusu) is Rozemyne's noble grandfather and the father of Karstedt. | Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son)"
Constanze,Rudiger,family,undirected,3,0.985489722505358,0.99804056128913,1.3661788452507835,Infobox field family/Mother: Constanze | Infobox field family/Son: Rudiger | She is also the mother of Rudiger.
Albsenti,Neigunheit,family,undirected,3,0.9849524416351959,0.997412146021738,1.3654340158101401,Infobox field family/Mother: Albsenti | Infobox field family/Son: Neigunheit | She was the mother of Neigunheit.
Karstedt,Traugott,family,undirected,3,0.984852197929032,0.994144626003847,1.3652950485255475,"Infobox field family/Uncle: Karstedt, Justus | Traugott is the son of Karstedt's younger brother and Gudrun, Rihyarda's daughter. | Infobox field family/Relatives: Sylvester (Cousin) Ferdinand (Cousin) Georgine (Cousin) Constanze (Cousin) Traugott (Nephew)"
Gabriele,Georgine,family,undirected,3,0.9842295465020551,0.9940570364324598,1.364431870363386,"Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased) | Infobox field family/Grandmother: Gabriele | Infobox field family/Offspring: Constanze (Granddaughter) Georgine (Granddaughter) Sylvester (Grandson) Wilfried (Great-Grandson) Rozemyne (Great-Granddaugther, through Adoption) Charlotte (Great-Granddaughter) Melchior (Great-Grandson) Henrietta (Great-Granddaughter) Detlinde (Great-Granddaughter) Rudiger (Great-Grandson) Alstede (Great-Granddaughter) Wolfram (Great-Grandson, Deceased)"
Hannelore,Hildebrand,family,undirected,3,0.9841097338367572,0.9923735498415958,1.364265774741093,"Infobox field family/Relatives: Eglantine (Cousin) Lestilaut (Cousin) Hannelore (Cousin) Reginald (Cousin) Kenntrips (Cousin) Rasantark (Cousin) Raufereg (Cousin) Lungtase (Cousin) Nahelache's Son (Half-Nephew) Stephareine (Half-Niece) | Infobox field family/Relatives: Hildebrand (Cousin) Rasantark (Cousin) Kenntrips (Cousin) Codenest (Cousin) Reginald (Cousin) | As relatives of Trauerqual's third wife Magdalena, Hannelore and her brother Lestilaut occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Nahelache,Trauerqual,family,undirected,3,0.9838266637323333,0.9963295162442136,1.3638733562515284,Infobox field family/Offspring: Nahelache's Child (Grandson) Stephareine (Granddaughter) | Infobox field family/Father: Trauerqual (In-Law) | Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law)
Florencia,Wilfried,family,undirected,3,0.98222624685634,0.996450887976039,1.3616547073608978,"Infobox field family/Mother: Florencia | She is the mother of Wilfried, Charlotte, Melchior, and Henriette. | Infobox field family/Son: Wilfried Melchior"
Florencia,Melchior,family,undirected,3,0.98222624685634,0.996450887976039,1.3616547073608978,"Infobox field family/Mother: Florencia | She is the mother of Wilfried, Charlotte, Melchior, and Henriette. | Infobox field family/Son: Wilfried Melchior"
Brunhilde,Count Groschel,family,undirected,3,0.9821367159471799,0.998990888754251,1.361530591166383,"Infobox field family/Father: Count Groschel | Infobox field family/Daughter: Brunhilde Bertilde | *The first time Brunhilde appears on page is in Part 3 Volume 3, as ""Count Groschel's daughter with crimson red hair"" during the first study material sales conducted by Rozemyne. *As Rozemyne is the baptized daughter of Elvira, Brunhilde is a distant ""blood"" relative of Rozemyne and several of her other fellow retainers, including Hartmut, Leonore, Cornelius, and Traugott, all of whom are descendants of important Liesegang faction members."
Cornelius,Elvira,family,undirected,3,0.9816913723597079,0.9847520351851814,1.36091321386231,"Infobox field family/Son: Eckhart Lamprecht Cornelius | She is the first wife of Karstedt and the mother of Eckhart, Lamprecht, and Cornelius. | As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht."
Elvira,Lamprecht,family,undirected,3,0.9815357039643263,0.9847520351851814,1.3606974116435877,"Infobox field family/Son: Eckhart Lamprecht Cornelius | She is the first wife of Karstedt and the mother of Eckhart, Lamprecht, and Cornelius. | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne."
Eckhart,Elvira,family,undirected,3,0.981431257197035,0.9847520351851814,1.3605526176790546,"Infobox field family/Son: Eckhart Lamprecht Cornelius | She is the first wife of Karstedt and the mother of Eckhart, Lamprecht, and Cornelius. | He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne."
Myne,Tuuli,family,undirected,3,0.9808197747310384,0.9969109175565728,1.35970492298452,"Infobox field family/Sister: Tuuli (Older Sister) | Infobox field family/Sister: Myne (Legally Deceased) | Tuuli (トゥーリ, Tuuri) is the oldest daughter of Gunther and Effa, as well as the older sister of Myne and Kamil."
Marthe,Rick,family,undirected,3,0.9804832985251984,0.9956830607970384,1.359238467917713,"Infobox field family/Sister: Marthe | He is the older brother of Marthe. | To escape the fate of being split up with his sister Marthe, the two agree to go with Rozemyne."
Detlinde,Rudiger,family,undirected,3,0.9800718477287885,0.988840935145612,1.3586680759987715,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased) | Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag)."
Detlinde,Wilfried,family,undirected,3,0.9798869974096039,0.9887722620814468,1.3584118190436347,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Bonifatius (Granduncle) Bezewanst (Granduncle) Detlinde (Cousin) Alstede (Cousin) Rudiger (Cousin) Fifth Aub Ehrenfest (Great-Grandfather) | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag)."
Bertilde,Brunhilde,family,undirected,3,0.9796503257085307,0.9953567722970154,1.3580837223990003,Infobox field family/Sister: Brunhilde | Infobox field family/Sister: Bertilde | Bertilde looks a lot like her older sister Brunhilde.
Adolphine,Ortwin,family,undirected,3,0.9792092637768987,0.9937853042279594,1.3574722807302742,"Infobox field family/Sister: Adolphine | He is the younger brother of Adolphine. | Infobox field family/Brother: Ortwin Anastasius (In-Law) (Former) Hildebrand (Half-Brother, In-Law) (Former)"
Karla,Lutz,family,undirected,3,0.9783434986598358,0.9890468301457512,1.3562720754304356,"Infobox field family/Mother: Karla | Infobox field family/Son: Zasha Sieg Ralph Lutz | His father Deid was a carpenter, and his mother Karla was a textile worker."
Hannelore,Magdalena,family,undirected,3,0.9772716359897866,0.9863622149289106,1.3547861582550516,"Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena | As relatives of Trauerqual's third wife Magdalena, Hannelore and her brother Lestilaut occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Charlotte,Sylvester,family,undirected,3,0.9749826839623289,0.995082517869775,1.351612996966513,Infobox field family/Father: Sylvester | Charlotte (シャルロッテ Sharurotte) is the daughter of Sylvester and Florencia and an archduke candidate of Ehrenfest. | Infobox field family/Daughter: Rozemyne (adoptive) Charlotte Henriette
Eglantine,Trauerqual,family,undirected,3,0.9747744782020114,0.9849179955557188,1.351324362495032,Infobox field family/Father: Former Third Prince (Deceased) Previous Aub Klassenberg (Adoptive) Trauerqual (In-Law) | Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law) | Infobox field family/Uncle: Aub Klassenberg Zent Trauerqual Waldifried (Deceased)
Effa,Myne,family,undirected,3,0.9743717159328781,0.9959370328764814,1.3507660154324608,"Infobox field family/Mother: Effa Urano Motosu’s Mother (Former) | Infobox field family/Daughter: Tuuli Myne | The two would later raise three children: her oldest daughter, Tuuli, her second daughter, Myne, and her youngest son Kamil."
Gunther,Tuuli,family,undirected,3,0.9737430280328169,0.991857139976804,1.3498944689417016,"Infobox field family/Father: Gunther | Infobox field family/Daughter: Tuuli Myne | Tuuli (トゥーリ, Tuuri) is the oldest daughter of Gunther and Effa, as well as the older sister of Myne and Kamil."
Cornelius,Eckhart,family,undirected,3,0.9721054389676823,0.980041510613218,1.347624288454874,"As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht. | He is also the oldest child of Karstedt and Elvira and the older brother of Lamprecht, Cornelius, and Rozemyne. | Infobox field family/Brother: Lamprecht Cornelius Nikolaus (Half-Brother)"
Brigitte,Helfried,family,undirected,3,0.9703428655749172,0.9889873456413204,1.3451808428994236,"Infobox field family/Sister: Brigitte | She is the younger sister of Helfried. | Helfried has red hair, green eyes, and facial features that closely resemble Brigitte, his sister."
Cornelius,Lamprecht,family,undirected,3,0.9699294102933352,0.980041510613218,1.3446076721739915,"As one of Rozemyne's older brothers, he is the third son of Karstedt and Elvira, the younger brother of Eckhart and Lamprecht. | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne. | Infobox field family/Brother: Eckhart Cornelius Nikolaus (Half-Brother)"
Hartmut,Ottilie,family,undirected,3,0.9699264766709604,0.9889656841720018,1.3446036053098356,"Infobox field family/Son: Oliswalt Unnamed Son Hartmut | Infobox field family/Mother: Ottilie | Hartmut's mother is Ottilie, and his father is Leberecht."
Eglantine,Ralfrieda,family,undirected,3,0.9690283584692944,0.9921368712733268,1.3433585491112467,"Infobox field family/Mother: Unnamed Klassenberg Archduke Candidate (Deceased) Ralfrieda | Infobox field family/Daughter: Adolphine (In-Law, Former), Nahelache (In-Law), Eglantine (In-Law) | Infobox field family/Aunt: Ralfrieda Magdalena"
Detlinde,Sylvester,family,undirected,3,0.9684807840951288,0.9900755707502948,1.3425994498440472,"Infobox field family/Relatives: Karstedt (Cousin) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) Rudiger (Nephew) | Because her mother is the older sister of Sylvester, Detlinde is also a cousin to Wilfried and his siblings (as well as Rudiger from Frenbeltag). | Infobox field family/Uncle: Sylvester Ferdinand"
Kashick,Konrad,family,undirected,3,0.966739765667321,0.986403667947294,1.3401858858149716,"Infobox field family/Father: Kashick (Former) | Infobox field family/Son: Konrad (Former) Unnamed Child | Konrad was born in the city of Ehrenfest as the laynoble son of Kashick and his wife Theresia, and is the younger brother of Philine."
Adelbert,Bonifatius,family,undirected,3,0.9535875700728056,0.9541822063901134,1.3219530712259489,"His brother was the previous Aub Ehrenfest, Lord Adelbert. | Imhilde, Bonifatius and Adelbert's half-sister from another mother, presumably the Fifth Aub Ehrenfest's second or third wife, was engaged with her half-brother Adelberg to become his second wife. | Infobox field family/Brother: Adelbert (Deceased)"
Nikolaus,Trudeliede,family,undirected,2,0.9984156399127493,0.9984859429883236,1.0968716912065808,Infobox field family/Mother: Trudeliede | Infobox field family/Son: Nikolaus
Kenntrips,Werdekraf's Elder Brother,family,undirected,2,0.9979126758715,0.9984583875645724,1.0963191287301062,Infobox field family/Father: Werdekraf's Elder Brother | Infobox field family/Son: Reginald Kenntrips Rasantark
Lestilaut,Sieglinde,family,undirected,2,0.9975095967027938,0.9984681359454188,1.0958763010020596,Infobox field family/Son: Lestilaut | Infobox field family/Mother: Sieglinde
Otto,Renate,family,undirected,2,0.9971855673374905,0.99787516076367,1.095520318359448,Infobox field family/Father: Otto | Infobox field family/Daughter: Renate
Ewigeliebe,Mestionora,family,undirected,2,0.9971099958925772,0.9989605975340516,1.0954372946413937,Infobox field family/Father: Ewigeliebe | Infobox field family/Daughter: Mestionora
Hannelore,Lungtase,family,undirected,2,0.9961784625798327,0.9973895344649985,1.0944139006967089,Infobox field family/Sister: Hannelore (Half-sister) | Infobox field family/Sister: Lungtase (Half-Sister)
Corinna,Renate,family,undirected,2,0.9958074090477311,0.9964959739113112,1.0940062567265885,Infobox field family/Daughter: Renate | Infobox field family/Mother: Corinna
Lamprecht,Siegrecht,family,undirected,2,0.9953275585336381,0.9997100581593245,1.0934790870550821,Infobox field family/Father: Lamprecht | Infobox field family/Son: Siegrecht
Hannelore,Sieglinde,family,undirected,2,0.9952118659351823,0.9965510574601688,1.0933519857447107,Infobox field family/Mother: Sieglinde | Infobox field family/Daughter: Hannelore
Kashick,Philine,family,undirected,2,0.9949335107666405,0.9988341055934078,1.0930461813359365,Infobox field family/Daughter: Philine (Former) | Infobox field family/Father: Kashick
Heidemarie,Siegrecht,family,undirected,2,0.994916706009445,0.9990196755303036,1.0930277194231734,"Infobox field family/Relatives: Siegrecht (Nephew) | Infobox field family/Aunt: Rozemyne Heidemarie (In-Law, Deceased)"
Aurelia,Siegrecht,family,undirected,2,0.9946921642342216,0.9984392695604916,1.0927810350695935,Infobox field family/Mother: Aurelia | Infobox field family/Son: Siegrecht
Eglantine,Nahelache,family,undirected,2,0.9944507257194404,0.9951067326526788,1.0925157877502971,"Infobox field family/Relatives: Anastasius (Cousin) Sigiswald (Cousin) Hildebrand (Cousin) Nahelache's Son (Nephew) | Infobox field family/Sister: Unnamed Older Sister (Deceased) Trauerqual's Daughter (In-Law) Nahelache (In-Law) Adolphine (In-Law, Former)"
Fairseele,Strahl,family,undirected,2,0.9943732542686938,0.9974868389769102,1.092430676662486,Infobox field family/Father: Strahl}} | Infobox field family/Daughter: Fairseele
Deid,Gunther,family,undirected,2,0.9943347993903212,0.9996312879971748,1.0923884296605466,Infobox field family/Relatives: Deid's Mother (Grand-Cousin) | Infobox field family/Relatives: Fey (Nephew) Gunther's Father (Grand-Cousin)
Lamprecht,Traugott,family,undirected,2,0.9943009233645435,0.9968960215431284,1.0923512130423358,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) | Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased)"
Eckhart,Traugott,family,undirected,2,0.9942497677594522,0.996793710332946,1.0922950128659483,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased)"
Cornelius,Traugott,family,undirected,2,0.9942497677594522,0.996793710332946,1.0922950128659483,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased)"
Nikolaus,Traugott,family,undirected,2,0.9942497677594522,0.996793710332946,1.0922950128659483,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Relatives: Lamprecht (Cousin) Eckhart (Cousin) Cornelius (Cousin) Rozemyne (Cousin) Nikolaus (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased)"
Gabriele,Gieselfried,family,undirected,2,0.9940999133532666,0.9941427902740736,1.0921303809738019,"Infobox field family/Aunt: Gabriele (Deceased) | Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Eckhart,Siegrecht,family,undirected,2,0.9940026193775106,0.996793710332946,1.092023492616423,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
Nikolaus,Siegrecht,family,undirected,2,0.9940026193775106,0.996793710332946,1.092023492616423,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
Cornelius,Siegrecht,family,undirected,2,0.9940026193775106,0.996793710332946,1.092023492616423,"Infobox field family/Relatives: Traugott (Cousin) Previous Count Leisegang (Great-Grandfather, Deceased) Siegrecht (Nephew) | Infobox field family/Uncle: Eckhart Cornelius Nikolaus"
